0,42,1,[42]
1,40,1,[42, 40]
2,17,1,[42, 40, 17]
3,20,1,[42, 40, 17, 20]
635,36,0,[16, 35, 37, 34, 36]
636,26,1,[35, 37, 34, 36, 26]
637,26,0,[35, 37, 34, 36, 26]
638,17,1,[37, 34, 36, 26, 17]
639,15,1,[34, 36, 26, 17, 15]
640,28,1,[36, 26, 17, 15, 28]
641,27,1,[26, 17, 15, 28, 27]
642,24,1,[17, 15, 28, 27, 24]
643,28,0,[17, 15, 27, 24, 28]
644,25,1,[15, 27, 24, 28, 25]
645,27,0,[15, 24, 28, 25, 27]
646,25,0,[15, 24, 28, 27, 25]
647,27,0,[15, 24, 28, 25, 27]
648,7,1,[24, 28, 25, 27, 7]
649,28,0,[24, 25, 27, 7, 28]
650,33,1,[25, 27, 7, 28, 33]
651,25,0,[27, 7, 28, 33, 25]
652,14,1,[7, 28, 33, 25, 14]
653,26,1,[28, 33, 25, 14, 26]
654,9,1,[33, 25, 14, 26, 9]
655,28,1,[25, 14, 26, 9, 28]
656,24,1,[14, 26, 9, 28, 24]
657,26,0,[14, 9, 28, 24, 26]
658,16,1,[9, 28, 24, 26, 16]
659,26,0,[9, 28, 24, 16, 26]
660,27,1,[28, 24, 16, 26, 27]
661,6,1,[24, 16, 26, 27, 6]
662,27,0,[24, 16, 26, 6, 27]
663,24,0,[16, 26, 6, 27, 24]
664,26,0,[16, 6, 27, 24, 26]
665,25,1,[6, 27, 24, 26, 25]
666,24,0,[6, 27, 26, 25, 24]
667,24,0,[6, 27, 26, 25, 24]
668,25,0,[6, 27, 26, 24, 25]
669,24,0,[6, 27, 26, 25, 24]
670,46,1,[27, 26, 25, 24, 46]
671,27,0,[26, 25, 24, 46, 27]
672,31,1,[25, 24, 46, 27, 31]
673,28,1,[24, 46, 27, 31, 28]
674,28,0,[24, 46, 27, 31, 28]
675,24,0,[46, 27, 31, 28, 24]
676,23,1,[27, 31, 28, 24, 23]
677,20,1,[31, 28, 24, 23, 20]
678,18,1,[28, 24, 23, 20, 18]
679,24,0,[28, 23, 20, 18, 24]
680,23,0,[28, 20, 18, 24, 23]
681,26,1,[20, 18, 24, 23, 26]
682,21,1,[18, 24, 23, 26, 21]
683,10,1,[24, 23, 26, 21, 10]
684,36,1,[23, 26, 21, 10, 36]
685,7,1,[26, 21, 10, 36, 7]
686,24,1,[21, 10, 36, 7, 24]
687,23,1,[10, 36, 7, 24, 23]
688,23,0,[10, 36, 7, 24, 23]
689,21,1,[36, 7, 24, 23, 21]
690,23,0,[36, 7, 24, 21, 23]
691,19,1,[7, 24, 21, 23, 19]
692,20,1,[24, 21, 23, 19, 20]
693,20,0,[24, 21, 23, 19, 20]
694,7,1,[21, 23, 19, 20, 7]
695,20,0,[21, 23, 19, 7, 20]
696,45,1,[23, 19, 7, 20, 45]
697,22,1,[19, 7, 20, 45, 22]
698,18,1,[7, 20, 45, 22, 18]
699,18,0,[7, 20, 45, 22, 18]
700,20,0,[7, 45, 22, 18, 20]
701,18,0,[7, 45, 22, 20, 18]
702,20,0,[7, 45, 22, 18, 20]
703,18,0,[7, 45, 22, 20, 18]
704,20,0,[7, 45, 22, 18, 20]
705,31,1,[45, 22, 18, 20, 31]
706,2,1,[22, 18, 20, 31, 2]
707,21,1,[18, 20, 31, 2, 21]
708,21,0,[18, 20, 31, 2, 21]
709,22,1,[20, 31, 2, 21, 22]
710,30,1,[31, 2, 21, 22, 30]
711,8,1,[2, 21, 22, 30, 8]
712,18,1,[21, 22, 30, 8, 18]
713,18,0,[21, 22, 30, 8, 18]
714,22,0,[21, 30, 8, 18, 22]
715,44,1,[30, 8, 18, 22, 44]
716,45,1,[8, 18, 22, 44, 45]
717,23,1,[18, 22, 44, 45, 23]
718,17,1,[22, 44, 45, 23, 17]
719,26,1,[44, 45, 23, 17, 26]
720,25,1,[45, 23, 17, 26, 25]
721,48,1,[23, 17, 26, 25, 48]
722,26,0,[23, 17, 25, 48, 26]
723,24,1,[17, 25, 48, 26, 24]
724,24,0,[17, 25, 48, 26, 24]
725,23,1,[25, 48, 26, 24, 23]
726,26,0,[25, 48, 24, 23, 26]
727,40,1,[48, 24, 23, 26, 40]
728,23,0,[48, 24, 26, 40, 23]
729,26,0,[48, 24, 40, 23, 26]
730,25,1,[24, 40, 23, 26, 25]
731,23,0,[24, 40, 26, 25, 23]
732,26,0,[24, 40, 25, 23, 26]
733,22,1,[40, 25, 23, 26, 22]
734,23,0,[40, 25, 26, 22, 23]
735,26,0,[40, 25, 22, 23, 26]
736,25,0,[40, 22, 23, 26, 25]
737,26,0,[40, 22, 23, 25, 26]
738,21,1,[22, 23, 25, 26, 21]
739,18,1,[23, 25, 26, 21, 18]
740,22,1,[25, 26, 21, 18, 22]
741,18,0,[25, 26, 21, 22, 18]
742,25,0,[26, 21, 22, 18, 25]
743,23,1,[21, 22, 18, 25, 23]
744,1,1,[22, 18, 25, 23, 1]
745,35,1,[18, 25, 23, 1, 35]
746,25,0,[18, 23, 1, 35, 25]
747,25,0,[18, 23, 1, 35, 25]
748,25,0,[18, 23, 1, 35, 25]
749,38,1,[23, 1, 35, 25, 38]
750,41,1,[1, 35, 25, 38, 41]
751,39,1,[35, 25, 38, 41, 39]
752,40,1,[25, 38, 41, 39, 40]
753,37,1,[38, 41, 39, 40, 37]
754,40,0,[38, 41, 39, 37, 40]
755,19,1,[41, 39, 37, 40, 19]
756,38,1,[39, 37, 40, 19, 38]
757,9,1,[37, 40, 19, 38, 9]
758,41,1,[40, 19, 38, 9, 41]
759,40,0,[19, 38, 9, 41, 40]
760,41,0,[19, 38, 9, 40, 41]
761,41,0,[19, 38, 9, 40, 41]
762,40,0,[19, 38, 9, 41, 40]
763,37,1,[38, 9, 41, 40, 37]
764,39,1,[9, 41, 40, 37, 39]
765,37,0,[9, 41, 40, 39, 37]
766,38,1,[41, 40, 39, 37, 38]
767,38,0,[41, 40, 39, 37, 38]
768,39,0,[41, 40, 37, 38, 39]
769,3,1,[40, 37, 38, 39, 3]
770,40,0,[37, 38, 39, 3, 40]
771,37,0,[38, 39, 3, 40, 37]
772,38,0,[39, 3, 40, 37, 38]
773,40,0,[39, 3, 37, 38, 40]
774,39,0,[3, 37, 38, 40, 39]
775,37,0,[3, 38, 40, 39, 37]
776,38,0,[3, 40, 39, 37, 38]
777,37,0,[3, 40, 39, 38, 37]
778,39,0,[3, 40, 38, 37, 39]
779,16,1,[40, 38, 37, 39, 16]
780,46,1,[38, 37, 39, 16, 46]
781,5,1,[37, 39, 16, 46, 5]
782,12,1,[39, 16, 46, 5, 12]
783,11,1,[16, 46, 5, 12, 11]
784,12,0,[16, 46, 5, 11, 12]
785,10,1,[46, 5, 11, 12, 10]
786,46,0,[5, 11, 12, 10, 46]
787,10,0,[5, 11, 12, 46, 10]
788,12,0,[5, 11, 46, 10, 12]
789,25,1,[11, 46, 10, 12, 25]
790,11,0,[46, 10, 12, 25, 11]
791,3,1,[10, 12, 25, 11, 3]
792,10,0,[12, 25, 11, 3, 10]
793,11,0,[12, 25, 3, 10, 11]
794,9,1,[25, 3, 10, 11, 9]
795,12,1,[3, 10, 11, 9, 12]
796,8,1,[10, 11, 9, 12, 8]
797,12,0,[10, 11, 9, 8, 12]
798,9,0,[10, 11, 8, 12, 9]
799,9,0,[10, 11, 8, 12, 9]
800,9,0,[10, 11, 8, 12, 9]
801,11,0,[10, 8, 12, 9, 11]
802,12,0,[10, 8, 9, 11, 12]
803,9,0,[10, 8, 11, 12, 9]
804,8,0,[10, 11, 12, 9, 8]
805,19,1,[11, 12, 9, 8, 19]
806,4,1,[12, 9, 8, 19, 4]
807,10,1,[9, 8, 19, 4, 10]
808,3,1,[8, 19, 4, 10, 3]
809,28,1,[19, 4, 10, 3, 28]
810,26,1,[4, 10, 3, 28, 26]
811,27,1,[10, 3, 28, 26, 27]
812,38,1,[3, 28, 26, 27, 38]
813,29,1,[28, 26, 27, 38, 29]
814,30,1,[26, 27, 38, 29, 30]
815,29,0,[26, 27, 38, 30, 29]
816,26,0,[27, 38, 30, 29, 26]
817,28,1,[38, 30, 29, 26, 28]
818,26,0,[38, 30, 29, 28, 26]
819,26,0,[38, 30, 29, 28, 26]
820,37,1,[30, 29, 28, 26, 37]
821,29,0,[30, 28, 26, 37, 29]
822,28,0,[30, 26, 37, 29, 28]
823,28,0,[30, 26, 37, 29, 28]
824,3,1,[26, 37, 29, 28, 3]
825,26,0,[37, 29, 28, 3, 26]
826,26,0,[37, 29, 28, 3, 26]
827,30,1,[29, 28, 3, 26, 30]
828,28,0,[29, 3, 26, 30, 28]
829,27,1,[3, 26, 30, 28, 27]
830,28,0,[3, 26, 30, 27, 28]
831,30,0,[3, 26, 27, 28, 30]
832,28,0,[3, 26, 27, 30, 28]
833,29,1,[26, 27, 30, 28, 29]
834,10,1,[27, 30, 28, 29, 10]
835,27,0,[30, 28, 29, 10, 27]
836,28,0,[30, 29, 10, 27, 28]
837,29,0,[30, 10, 27, 28, 29]
838,26,1,[10, 27, 28, 29, 26]
839,28,0,[10, 27, 29, 26, 28]
840,31,1,[27, 29, 26, 28, 31]
841,31,0,[27, 29, 26, 28, 31]
842,30,1,[29, 26, 28, 31, 30]
843,29,0,[26, 28, 31, 30, 29]
844,28,0,[26, 31, 30, 29, 28]
845,28,0,[26, 31, 30, 29, 28]
846,24,1,[31, 30, 29, 28, 24]
847,29,0,[31, 30, 28, 24, 29]
848,30,0,[31, 28, 24, 29, 30]
849,29,0,[31, 28, 24, 30, 29]
850,30,0,[31, 28, 24, 29, 30]
851,28,0,[31, 24, 29, 30, 28]
852,20,1,[24, 29, 30, 28, 20]
853,27,1,[29, 30, 28, 20, 27]
854,31,1,[30, 28, 20, 27, 31]
855,30,0,[28, 20, 27, 31, 30]
856,15,1,[20, 27, 31, 30, 15]
857,37,1,[27, 31, 30, 15, 37]
858,18,1,[31, 30, 15, 37, 18]
859,15,0,[31, 30, 37, 18, 15]
860,19,1,[30, 37, 18, 15, 19]
861,15,0,[30, 37, 18, 19, 15]
862,6,1,[37, 18, 19, 15, 6]
863,15,0,[37, 18, 19, 6, 15]
864,15,0,[37, 18, 19, 6, 15]
865,15,0,[37, 18, 19, 6, 15]
866,19,0,[37, 18, 6, 15, 19]
867,11,1,[18, 6, 15, 19, 11]
868,8,1,[6, 15, 19, 11, 8]
869,13,1,[15, 19, 11, 8, 13]
870,41,1,[19, 11, 8, 13, 41]
871,12,1,[11, 8, 13, 41, 12]
872,41,0,[11, 8, 13, 12, 41]
873,41,0,[11, 8, 13, 12, 41]
874,41,0,[11, 8, 13, 12, 41]
875,6,1,[8, 13, 12, 41, 6]
876,45,1,[13, 12, 41, 6, 45]
877,45,0,[13, 12, 41, 6, 45]
878,41,0,[13, 12, 6, 45, 41]
879,43,1,[12, 6, 45, 41, 43]
880,46,1,[6, 45, 41, 43, 46]
881,43,0,[6, 45, 41, 46, 43]
882,44,1,[45, 41, 46, 43, 44]
883,41,0,[45, 46, 43, 44, 41]
884,41,0,[45, 46, 43, 44, 41]
885,43,0,[45, 46, 44, 41, 43]
886,42,1,[46, 44, 41, 43, 42]
887,43,0,[46, 44, 41, 42, 43]
888,42,0,[46, 44, 41, 43, 42]
889,44,0,[46, 41, 43, 42, 44]
890,12,1,[41, 43, 42, 44, 12]
891,34,1,[43, 42, 44, 12, 34]
892,3,1,[42, 44, 12, 34, 3]
893,5,1,[44, 12, 34, 3, 5]
894,5,0,[44, 12, 34, 3, 5]
895,4,1,[12, 34, 3, 5, 4]
896,6,1,[34, 3, 5, 4, 6]
897,42,1,[3, 5, 4, 6, 42]
898,6,0,[3, 5, 4, 42, 6]
899,2,1,[5, 4, 42, 6, 2]
900,34,1,[4, 42, 6, 2, 34]
901,2,0,[4, 42, 6, 34, 2]
902,5,1,[42, 6, 34, 2, 5]
903,4,1,[6, 34, 2, 5, 4]
904,3,1,[34, 2, 5, 4, 3]
905,6,1,[2, 5, 4, 3, 6]
906,4,0,[2, 5, 3, 6, 4]
907,4,0,[2, 5, 3, 6, 4]
908,4,0,[2, 5, 3, 6, 4]
909,3,0,[2, 5, 6, 4, 3]
910,4,0,[2, 5, 6, 3, 4]
911,37,1,[5, 6, 3, 4, 37]
912,34,1,[6, 3, 4, 37, 34]
913,17,1,[3, 4, 37, 34, 17]
914,37,0,[3, 4, 34, 17, 37]
915,46,1,[4, 34, 17, 37, 46]
916,18,1,[34, 17, 37, 46, 18]
917,26,1,[17, 37, 46, 18, 26]
918,29,1,[37, 46, 18, 26, 29]
919,30,1,[46, 18, 26, 29, 30]
920,32,1,[18, 26, 29, 30, 32]
921,29,0,[18, 26, 30, 32, 29]
922,33,1,[26, 30, 32, 29, 33]
923,32,0,[26, 30, 29, 33, 32]
924,33,0,[26, 30, 29, 32, 33]
925,30,0,[26, 29, 32, 33, 30]
926,30,0,[26, 29, 32, 33, 30]
927,30,0,[26, 29, 32, 33, 30]
928,21,1,[29, 32, 33, 30, 21]
929,28,1,[32, 33, 30, 21, 28]
930,28,0,[32, 33, 30, 21, 28]
931,24,1,[33, 30, 21, 28, 24]
932,27,1,[30, 21, 28, 24, 27]
933,26,1,[21, 28, 24, 27, 26]
934,25,1,[28, 24, 27, 26, 25]
935,24,0,[28, 27, 26, 25, 24]
936,27,0,[28, 26, 25, 24, 27]
937,24,0,[28, 26, 25, 27, 24]
938,6,1,[26, 25, 27, 24, 6]
939,27,0,[26, 25, 24, 6, 27]
940,49,1,[25, 24, 6, 27, 49]
941,23,1,[24, 6, 27, 49, 23]
942,20,1,[6, 27, 49, 23, 20]
943,19,1,[27, 49, 23, 20, 19]
944,20,0,[27, 49, 23, 19, 20]
945,48,1,[49, 23, 19, 20, 48]
946,19,0,[49, 23, 20, 48, 19]
947,19,0,[49, 23, 20, 48, 19]
948,19,0,[49, 23, 20, 48, 19]
949,21,1,[23, 20, 48, 19, 21]
950,21,0,[23, 20, 48, 19, 21]
951,19,0,[23, 20, 48, 21, 19]
952,21,0,[23, 20, 48, 19, 21]
953,20,0,[23, 48, 19, 21, 20]
954,2,1,[48, 19, 21, 20, 2]
955,44,1,[19, 21, 20, 2, 44]
956,39,1,[21, 20, 2, 44, 39]
957,9,1,[20, 2, 44, 39, 9]
958,8,1,[2, 44, 39, 9, 8]
959,25,1,[44, 39, 9, 8, 25]
960,36,1,[39, 9, 8, 25, 36]
961,29,1,[9, 8, 25, 36, 29]
962,30,1,[8, 25, 36, 29, 30]
963,27,1,[25, 36, 29, 30, 27]
964,30,0,[25, 36, 29, 27, 30]
965,30,0,[25, 36, 29, 27, 30]
966,28,1,[36, 29, 27, 30, 28]
967,27,0,[36, 29, 30, 28, 27]
968,5,1,[29, 30, 28, 27, 5]
969,30,0,[29, 28, 27, 5, 30]
970,28,0,[29, 27, 5, 30, 28]
971,30,0,[29, 27, 5, 28, 30]
972,28,0,[29, 27, 5, 30, 28]
973,31,1,[27, 5, 30, 28, 31]
974,27,0,[5, 30, 28, 31, 27]
975,28,0,[5, 30, 31, 27, 28]
976,36,1,[30, 31, 27, 28, 36]
977,14,1,[31, 27, 28, 36, 14]
978,28,0,[31, 27, 36, 14, 28]
979,28,0,[31, 27, 36, 14, 28]
980,1,1,[27, 36, 14, 28, 1]
981,28,0,[27, 36, 14, 1, 28]
982,23,1,[36, 14, 1, 28, 23]
983,22,1,[14, 1, 28, 23, 22]
984,19,1,[1, 28, 23, 22, 19]
985,19,0,[1, 28, 23, 22, 19]
986,22,0,[1, 28, 23, 19, 22]
987,36,1,[28, 23, 19, 22, 36]
988,13,1,[23, 19, 22, 36, 13]
989,39,1,[19, 22, 36, 13, 39]
990,37,1,[22, 36, 13, 39, 37]
991,40,1,[36, 13, 39, 37, 40]
992,38,1,[13, 39, 37, 40, 38]
993,40,0,[13, 39, 37, 38, 40]
994,38,0,[13, 39, 37, 40, 38]
995,37,0,[13, 39, 40, 38, 37]
996,36,1,[39, 40, 38, 37, 36]
997,27,1,[40, 38, 37, 36, 27]
998,22,1,[38, 37, 36, 27, 22]
999,38,0,[37, 36, 27, 22, 38]
